submission_date,state,conf_cases,new_case,conf_death,new_death
09/24/2022,MD,,0,15089,0
07/08/2022,RI,,351,,2
01/31/2020,NV,,0,,0
11/03/2020,WY,12399,452,93,6
08/24/2021,IL,1494571,2989,23776,16
08/12/2021,WY,56484,375,793,0
02/18/2022,MT,204969,1119,3105,6
06/08/2020,MN,,299,1217,20
07/20/2021,CT,321138,218,6813,0
08/02/2022,VI,,50,,1
03/11/2020,VA,8,3,0,0
04/17/2022,NV,660497,0,,0
03/05/2021,FSM,0,0,0,0
04/20/2021,IL,1306787,2587,21694,13
03/05/2022,MT,211335,0,3204,0
10/11/2022,NV,783623,272,,0
11/05/2021,CA,4688285,8012,,93
05/06/2020,LA,,330,2021,-21
09/06/2022,AZ,1976459,0,27092,0
02/09/2020,NH,,0,,0
11/18/2020,WY,21750,822,155,0
02/21/2020,IL,,0,,0
07/03/2021,NC,861047,520,12047,5
04/10/2022,ID,348430,0,3991,0
04/05/2021,NH,,279,,0
03/30/2020,MD,,174,26,8
01/19/2022,NE,295354,5315,2957,14
07/09/2021,RI,,45,,0
04/15/2020,AZ,,156,,11
09/06/2020,DE,17157,105,563,1
02/14/2021,MN,,776,6111,7
02/04/2020,FSM,0,0,0,0
02/09/2020,MD,,0,0,0
01/23/2022,LA,,0,13276,0
02/14/2021,MD,,847,7843,26
07/31/2022,DC,,0,,0
10/27/2020,KY,86181,1876,1888,19
06/24/2020,KY,14482,262,620,3
12/03/2021,MO,,5375,,7
04/08/2020,MN,,88,,11
02/11/2022,NV,638528,1026,,24
08/08/2020,ME,3629,16,124,0
01/08/2022,NC,1575600,32483,17785,68
06/24/2022,MI,2251409,0,33723,0
10/17/2022,VA,1489728,2656,18312,9
09/11/2022,WI,1623026,0,13389,0
02/03/2022,MT,194194,1051,3029,3
02/14/2020,WI,,0,,0
06/05/2022,MI,2213586,0,33461,0
05/06/2020,AZ,9707,402,426,31
11/29/2021,SC,739183,463,,4
04/22/2021,MD,,1203,9007,21
09/09/2020,WY,3520,48,42,0
07/01/2020,OR,8525,275,205,1
04/15/2022,NE,336777,1,3432,0
07/22/2021,FSM,0,0,0,0
06/26/2022,OR,802157,0,7783,0
10/05/2022,VA,1482278,1138,18208,18
04/19/2021,OR,175592,471,2460,0
01/28/2022,LA,,6483,13516,61
06/30/2022,NV,714307,1580,,12
09/22/2022,KY,1066065,854,14538,0
07/01/2022,DE,259571,357,2679,0
08/04/2021,LA,,4779,10039,44
05/04/2022,MO,,0,,0
11/29/2021,VI,,21,,1
11/09/2021,KY,539824,1718,10313,12
07/04/2020,NC,71830,1444,1505,12
12/17/2020,ME,17816,387,277,4
06/12/2020,IL,131198,732,6260,78
01/01/2022,CA,5191438,0,,0
11/09/2020,ID,63911,1266,646,12
01/21/2021,WI,528101,2569,5607,55
04/09/2020,NJ,,3590,,196
03/29/2020,LA,,225,,14
01/22/2022,SC,1026344,22876,,11
09/06/2020,MT,8264,100,117,1
01/27/2022,VI,,67,,0
05/03/2021,DE,97670,154,1636,6
08/18/2022,CT,776095,447,9135,0
04/10/2021,NV,307704,752,,9
12/30/2021,NV,484641,3217,,13
09/26/2022,MO,,0,,0
07/21/2020,AZ,148725,3501,2918,134
11/05/2021,FSM,5,0,0,0
07/11/2022,VI,,72,,0
04/05/2022,WY,123223,97,1796,5
04/23/2022,NV,661769,0,,0
08/11/2021,MD,,886,9672,3
06/09/2021,RI,,30,,3
09/25/2022,ID,381372,0,4186,0
11/02/2021,RI,,210,,2
01/20/2021,VT,,112,,3
06/26/2021,ME,50568,13,827,0
03/21/2021,ME,37597,80,706,0
06/28/2022,CT,738855,0,9025,0
06/11/2022,OR,781128,0,7693,0
12/18/2020,AZ,424912,7638,7142,142
11/18/2021,VA,704218,1895,12152,26
10/21/2020,WY,8305,322,61,0
12/26/2020,NH,,1031,,11
06/11/2022,NH,,0,,0
08/10/2022,LA,,1541,14993,6
07/28/2020,ME,3454,27,120,0
03/08/2021,CA,3504652,3258,53828,106
08/25/2020,MI,180507,1407,6465,13
05/01/2022,IL,3138682,0,33614,0
12/16/2020,NC,422167,6112,6400,68
08/03/2021,DC,,82,,0
10/06/2021,VA,659002,3919,10958,44
08/12/2021,CA,3980172,10450,64037,61
04/16/2021,MN,,2287,6610,6
06/07/2020,VI,,0,,0
10/31/2021,ID,231715,64,2953,0
12/20/2021,VA,749459,13765,12694,81
10/14/2021,WY,77841,605,1080,0
08/12/2022,NE,365444,0,3501,0
11/15/2020,NE,,1360,,0
03/05/2021,MO,,549,,5
07/12/2022,ID,365394,0,4065,0
09/14/2021,VT,,171,,2
07/24/2021,ME,51213,55,848,0
05/26/2021,MD,,198,9419,8
07/17/2020,IL,159334,1427,7272,13
04/09/2022,AZ,1781316,0,25781,0
03/05/2020,WY,,0,,0
04/02/2020,NJ,,3335,,182
02/11/2022,ME,161545,658,1672,4
02/28/2021,RI,,296,,4
12/03/2021,SC,741747,1414,,3
11/05/2020,AZ,246652,2138,5707,28
04/24/2022,KY,914464,232,13875,0
10/22/2021,NC,1234968,2249,16027,29
07/15/2020,CA,347634,11187,7164,125
09/03/2020,WY,3334,28,41,0
03/05/2021,IL,1194702,1442,20700,44
01/24/2021,SC,383449,4698,,64
12/20/2020,MT,77170,551,865,1
02/14/2021,WI,555303,562,6162,1
09/11/2022,NV,778762,0,,0
10/02/2022,VA,1479221,0,18172,0
03/12/2020,MN,,5,,0
11/18/2021,NJ,1064711,2473,25411,10
03/06/2020,LA,,0,,0
02/02/2020,DE,5,0,0,0
05/25/2022,OR,757210,1843,7607,9
03/19/2022,SC,1154487,139,,1
04/11/2020,NC,4229,236,98,7
12/08/2020,MT,69346,755,763,21
11/10/2021,OR,376372,1015,4730,75
04/10/2022,DC,,0,,0
10/09/2022,IL,3773667,0,35073,0
01/19/2022,KY,747203,16190,11865,47
01/14/2022,KY,703309,15727,11691,58
08/16/2022,WI,1592723,1662,13278,11
08/25/2020,FSM,0,0,0,0
06/28/2020,NE,,97,,0
07/29/2020,KY,29504,541,851,6
10/24/2021,NH,,0,,0
01/21/2022,OR,570892,10932,5936,20
01/23/2022,MI,1866267,0,29190,0
03/27/2021,VT,,115,,1
10/09/2022,OR,899013,0,8590,0
08/23/2022,CT,778792,546,9149,14
01/19/2021,ID,128067,1224,1438,30
02/26/2021,OR,153158,324,2191,2
02/01/2020,VA,0,0,0,0
07/26/2021,CT,322141,197,6818,2
12/29/2020,ME,21169,382,329,1
10/12/2021,MN,,7925,7850,21
03/01/2022,IL,3033061,1841,32803,43
05/20/2021,VA,522955,591,9344,20
04/15/2021,DE,93281,388,1602,5
07/26/2021,WI,617372,324,7408,5
04/06/2022,NE,336445,61,3411,0
08/26/2021,OR,265210,2046,3095,9
02/26/2020,CT,,0,,0
09/01/2022,MN,,8394,13117,42
04/08/2020,LA,,746,,70
03/29/2022,DE,234840,50,2631,1
07/02/2022,VA,1339023,2892,17223,22
07/06/2020,VA,63339,354,1747,0
02/04/2020,MD,,0,0,0
12/26/2021,MN,,0,9678,0
07/04/2021,MI,898021,144,19809,4
11/09/2021,DE,132559,64,1995,2
06/18/2021,DE,100904,26,1684,1
09/02/2021,DC,,148,,0
06/17/2020,DE,9664,48,476,1
07/11/2021,NJ,895329,283,23796,4
11/04/2021,MO,,1212,,5
05/29/2022,AZ,1809654,0,26336,0
06/20/2020,NV,12931,645,,8
03/29/2021,MO,,720,,10
03/30/2020,ID,,105,,1
08/04/2022,KY,1012555,2147,14333,6
06/01/2021,MD,,101,9462,3
05/05/2020,CT,28881,648,1958,77
04/12/2020,VA,5077,568,130,9
11/24/2020,KY,139248,3118,2631,33
02/03/2022,CA,7969398,96528,,181
11/16/2021,MI,1216621,8560,22900,40
11/07/2020,NE,,1674,,2
06/11/2022,CT,731353,0,8999,0
05/27/2021,RI,,76,,0
04/18/2021,VA,503043,1305,8882,17
07/28/2022,NC,2491022,5781,22651,15
06/21/2020,DC,,36,,2
07/08/2022,FSM,38,0,0,0
07/15/2022,ID,366953,1166,4073,7
04/10/2021,MD,,1584,8801,19
06/19/2021,RI,,12,,0
07/13/2022,OR,830062,1620,7884,11
02/17/2020,NV,,0,,0
06/05/2021,OR,202995,320,2691,5
05/23/2021,FSM,0,0,0,0
08/24/2020,MO,,1712,,21
02/25/2022,ID,332088,2051,3864,8
06/21/2020,VA,55504,551,1508,4
10/24/2020,IL,370194,6161,9481,63
05/25/2022,ME,188620,566,2107,2
01/29/2022,NC,2050327,19799,19315,120
04/29/2021,MN,,1913,6735,30
03/20/2020,OR,,26,,0
02/01/2021,AZ,714249,3744,11707,4
03/23/2022,NJ,1891517,1104,30204,6
09/16/2020,AZ,207817,699,5098,27
11/14/2021,OR,378174,0,4750,0
03/14/2021,CA,3526335,2772,55235,140
10/27/2021,RI,,228,,1
11/14/2020,NJ,,4856,14747,26
12/30/2021,MO,,8143,,4
06/25/2022,NE,348966,0,3465,0
05/13/2022,ID,350791,373,4020,3
08/02/2021,CA,3873771,33407,64085,150
08/08/2020,RI,,86,,1
01/24/2020,VI,,0,,0
09/25/2022,CT,796763,335,9249,0
03/23/2021,DE,87267,179,1544,3
09/25/2020,VI,,6,,0
05/06/2020,VT,,3,,1
09/09/2020,CA,739527,1616,13727,80
09/12/2021,RI,,320,,2
09/01/2021,IL,1528120,5178,23979,35
08/09/2021,VT,,88,,0
10/03/2022,NE,374537,0,3579,0
05/24/2021,MI,889719,891,19190,40
08/03/2021,NJ,910183,1313,23895,8
08/28/2022,LA,,0,15105,0
06/14/2020,VI,,0,,0
10/28/2021,DC,,118,,1
07/26/2021,KY,353531,727,7128,8
09/25/2020,LA,,706,5262,21
12/23/2021,NC,1354223,6973,17260,36
05/04/2021,DC,,83,,0
03/30/2022,MO,,607,,4
02/27/2020,NJ,,0,,0
07/06/2020,ID,7436,319,74,1
09/24/2021,MN,,2862,7614,22
01/16/2021,MT,89056,421,1088,2
02/16/2022,NH,,457,,10
11/25/2020,NE,,2816,,28
05/19/2020,OR,3636,39,140,2
03/09/2022,KY,905723,645,13562,15
04/28/2021,KY,333932,679,6734,7
02/22/2020,WI,,0,,0
06/13/2022,CT,732815,1617,9000,0
09/23/2022,OR,890507,0,8520,0
08/08/2022,MT,228736,0,3481,0
08/06/2022,OR,858796,0,8211,0
06/04/2021,VT,,14,,0
12/11/2021,CA,4867604,0,,0
09/15/2021,DC,,209,,0
02/07/2020,NH,,0,,0
07/13/2022,LA,,2802,14851,12
10/13/2020,MN,,0,2151,0
04/11/2020,WI,,153,,9
09/03/2021,ID,179958,1388,2054,0
08/10/2021,NE,,489,,0
08/09/2022,OR,861994,1260,8240,21
04/02/2021,DC,,151,,3
07/22/2022,VA,1377097,3648,17396,14
05/06/2022,MO,,2491,,22
10/11/2021,VA,666554,5448,11086,100
10/27/2021,NE,216155,866,2481,12
07/05/2021,NJ,893890,86,23774,4
08/24/2020,FSM,0,0,0,0
11/28/2020,FSM,0,0,0,0
12/27/2020,CA,2122806,50141,24121,219
08/31/2022,MI,2399555,0,34750,0
02/18/2021,DC,,121,,7
11/02/2021,MO,,1337,,9
05/22/2020,VI,,0,,0
10/22/2020,MN,,1561,2289,20
02/06/2021,MD,,1500,7588,35
04/04/2020,MO,,130,,11
06/01/2022,ME,190118,236,2111,5
12/02/2020,NJ,,5061,15309,62
09/18/2022,MD,,0,15040,0
05/06/2020,NC,12912,438,539,25
03/19/2021,CT,275540,1207,6443,10
07/14/2022,MT,222828,0,3450,0
03/22/2020,OR,,24,,1
06/23/2020,IL,137825,601,6707,36
10/14/2022,OR,902319,0,8622,0
06/21/2021,OR,206850,76,2756,2
11/13/2020,MD,,1869,4274,18
09/13/2020,AZ,206707,385,5049,7
01/17/2022,FSM,9,0,0,0
05/31/2020,RI,,118,,7
12/01/2020,VI,,0,,0
09/20/2021,WY,69693,515,918,0
03/18/2022,DC,,71,,0
06/24/2020,MI,106791,1400,5954,5
08/04/2021,MT,104510,295,1718,2
09/26/2021,ID,199457,399,2339,0
11/09/2020,CT,76256,3338,3779,24
10/09/2020,CT,57598,290,3631,3
02/12/2020,ME,0,0,0,0
08/27/2022,AZ,1969508,0,27023,0
05/03/2021,ID,150642,125,1789,7
10/29/2020,MT,30853,887,337,12
10/14/2021,MO,,1469,,6
08/15/2022,RI,,0,,0
04/10/2022,FSM,14,0,0,0
09/27/2022,DE,279588,165,2785,3
06/22/2021,MD,,49,9547,6
04/19/2021,KY,330938,246,6678,7
04/08/2021,FSM,0,0,0,0
01/26/2020,RI,,0,,0
03/07/2020,SC,2,1,,0
09/22/2020,FSM,0,0,0,0
02/25/2020,MN,,0,,0
09/29/2022,ID,381929,0,4190,0
12/14/2020,MI,499644,3951,11386,126
09/30/2022,VA,1479221,1348,18172,17
09/10/2022,RI,,0,,0
03/24/2022,MO,,585,,2
08/22/2020,IL,218285,2356,7874,17
05/23/2022,FSM,21,0,0,0
09/23/2021,ME,63566,521,934,0
01/14/2021,ME,27313,677,470,16
02/11/2021,NH,,365,,1
09/18/2022,FSM,10010,0,30,0
02/19/2022,MO,,0,,0
11/18/2021,VT,,485,,1
08/28/2021,NH,,316,,0
12/22/2021,NJ,1186847,11906,25948,28
05/29/2020,CT,39756,203,3020,42
02/18/2022,MI,2045840,3022,31383,81
06/05/2020,NV,9266,195,,23
06/10/2020,MT,561,7,18,0
08/20/2021,VI,,162,,1
09/02/2022,MO,,10107,,81
04/03/2020,MD,,427,64,13
02/01/2020,IL,,0,,0
04/28/2020,AZ,6948,232,293,18
01/08/2021,NH,,891,,19
03/06/2020,DC,,0,,0
08/09/2020,CA,554160,8373,10173,191
03/22/2021,ID,143106,340,1699,5
10/16/2022,AZ,1994096,0,27408,0
02/25/2020,MT,,0,,0
06/05/2022,ME,190595,0,2124,0
03/21/2021,NC,774514,1384,11199,15
05/14/2020,WI,11275,373,434,13
11/12/2021,MT,153628,1181,2479,28
04/09/2021,WI,583935,1194,6672,5
10/22/2021,NV,434898,822,,10
01/17/2021,MI,577732,1470,14226,67
04/13/2022,VT,,297,,0
04/24/2020,NV,4398,190,,6
06/17/2020,MO,,424,,4
05/01/2022,CT,679153,0,8882,0
05/19/2022,MO,,0,,0
08/07/2021,DC,,155,,0
08/29/2020,VI,,11,,0
12/30/2021,KY,611574,7574,11252,38
07/31/2020,VT,,8,,0
01/13/2022,DC,,1525,,5
05/11/2020,MT,459,1,16,0
05/30/2022,MN,,0,12628,0
05/24/2020,FSM,0,0,0,0
02/29/2020,DC,,0,,0
08/11/2020,CA,574411,12500,10272,25
05/22/2021,NE,,40,,0
04/12/2022,AZ,1781316,0,25781,0
12/19/2020,MN,,2746,4649,57
05/03/2020,WY,435,7,7,0
07/12/2021,WI,613895,116,7357,3
09/27/2022,FSM,10814,230,31,0
08/06/2020,NH,,23,,1
05/19/2022,RI,,905,,0
07/26/2022,MI,2318307,19653,34250,137
05/28/2022,NC,2305772,4185,22058,8
05/19/2020,VT,,4,,0
04/12/2022,NJ,1914050,1982,30292,-2
09/16/2022,SC,1313850,1157,,0
07/05/2021,WY,52527,49,747,0
08/11/2021,NC,929298,5480,12403,32
12/25/2020,NJ,,5403,16650,51
05/03/2022,MI,2111375,0,33126,0
05/08/2022,WI,1426770,0,12919,0
06/02/2020,NV,8830,142,,-1
04/26/2022,ME,176130,499,2055,0
04/20/2022,SC,1157979,192,,2
07/20/2022,VI,,55,,0
01/22/2020,RI,,0,,0
10/22/2020,FSM,0,0,0,0
02/03/2020,NE,,0,,0
07/25/2021,DE,101978,70,1703,0
05/23/2022,WY,124180,0,1820,0
09/22/2020,MT,10900,204,163,1
02/21/2021,ID,137430,0,1607,0
10/11/2020,ID,43113,365,466,0
02/10/2021,NJ,653955,4370,20004,147
02/11/2020,MN,,0,,0
04/02/2022,MN,,0,12410,0
06/26/2020,ID,4629,283,70,0
09/14/2021,ID,188716,1657,2159,20
06/13/2021,MO,,301,,0
03/24/2022,FSM,14,0,0,0
09/29/2022,MD,,851,15127,9
11/04/2021,OR,371001,1186,4543,74
06/12/2022,MO,,0,,0
04/20/2021,MD,,925,8966,20
05/16/2020,DC,,171,,7
02/06/2022,NV,631309,0,,0
09/27/2022,VI,,10,,0
09/30/2021,VI,,37,,0
08/10/2021,AZ,875870,2582,16409,12
07/23/2020,RI,,72,,4
08/24/2022,CA,10211889,0,,0
04/23/2021,DE,95611,328,1611,0
05/25/2020,MN,,1387,899,30
09/06/2021,ME,57693,261,878,1
11/11/2021,VI,,0,,0
08/14/2021,VA,554094,2302,9812,16
09/04/2020,VT,,10,,0
01/08/2021,LA,,3377,7411,105
10/16/2022,VT,,0,,0
05/15/2021,DE,99223,157,1655,1
12/21/2020,VT,,96,,1
11/24/2020,VI,,14,,0
08/03/2021,SC,516078,2121,,2
07/31/2020,NH,,39,,0
08/11/2022,MN,,10240,13014,42
02/15/2020,MO,,0,,0
01/28/2020,SC,,0,,0
07/28/2020,DE,13860,67,537,1
04/08/2020,MT,,20,,0
12/18/2020,MT,75992,509,854,5
06/06/2022,VT,,247,,3
01/10/2022,VI,,64,,0
04/27/2022,MN,,1364,12499,15
06/17/2021,IL,1388586,248,23120,21
09/20/2021,VT,,90,,1
02/02/2021,NJ,629360,3150,19455,71
11/16/2021,DC,,84,,0
11/25/2021,IL,1788752,3852,26313,0
05/17/2022,NJ,2003480,4619,30513,18
04/17/2020,VT,,11,,0
01/15/2021,DE,66189,668,1159,14
01/25/2022,ME,149245,2098,1571,2
01/14/2021,VT,,186,,2
05/09/2022,WI,1431316,4890,12929,11
10/01/2020,MI,220676,1056,6811,16
02/03/2021,KY,290812,2462,5660,28
08/28/2022,VI,,0,,0
02/02/2021,OR,142258,605,1966,23
12/05/2020,LA,,0,6274,0
07/11/2022,DC,,507,,0
09/02/2020,NE,,431,,0
08/22/2020,MO,,615,,24
07/16/2022,AZ,1901276,0,26638,0
07/16/2020,KY,22201,682,758,7
07/08/2021,DC,,11,,0
08/17/2021,AZ,893684,2661,16467,3
07/30/2021,MD,,526,9625,2
04/09/2022,MD,,0,14113,0
11/04/2021,NC,1252464,2003,16364,20
11/27/2020,ME,11293,165,190,1
06/28/2022,ID,360430,0,4045,0
07/15/2021,DC,,41,,0
01/01/2021,ID,116717,0,1269,0
10/02/2020,WI,127906,2825,1353,5
06/30/2020,OR,8265,171,204,3
11/07/2021,LA,,0,12765,0
09/04/2020,CA,722283,5106,13292,172
04/18/2020,CA,28963,1435,1024,74
12/15/2020,NJ,,4607,16004,97
06/17/2021,MT,100928,71,1651,2
04/09/2021,ME,41255,679,728,0
04/20/2020,SC,4493,138,,2
07/26/2020,OR,16758,266,289,3
12/31/2020,KY,219379,4155,4383,62
03/09/2020,VT,,0,,0
08/20/2020,RI,,73,,1
08/02/2022,OR,854082,1131,8160,30
05/23/2022,DC,,609,,0
06/14/2021,NV,327579,147,,2
08/02/2020,WI,54924,932,948,1
07/18/2021,AZ,837831,980,16135,3
02/24/2022,IL,3024663,1979,32580,80
08/12/2022,MN,,0,13014,0
02/06/2021,MI,603219,1050,15124,44
03/19/2021,MI,662275,3707,15953,18
02/19/2020,DC,,0,,0
05/04/2020,MI,55016,1470,4537,85
02/17/2021,MO,,757,,12
07/22/2022,VT,,56,,1
06/08/2022,NE,344934,443,3468,11
04/17/2021,OR,174501,875,2460,3
06/05/2021,KY,342959,185,6925,7
01/22/2022,VT,,0,,0
12/27/2021,SC,765721,2317,,1
06/30/2020,NE,,137,,5
10/20/2021,WI,772918,2510,8293,26
03/02/2021,VT,,69,,0
01/09/2021,VI,,0,,0
07/07/2021,MD,,55,9578,1
04/07/2021,CA,3586059,2229,58659,118
08/22/2022,WY,135873,0,1871,0
10/18/2020,VA,155838,900,3186,11
12/30/2021,WY,91552,396,1526,0
08/07/2021,RI,,232,,1
12/04/2021,NE,235152,0,2665,0
07/30/2021,RI,,167,,1
07/26/2022,NV,762193,2216,,12
09/11/2022,KY,1060247,742,14517,2
07/22/2020,AZ,150652,1927,2974,56
11/23/2021,MO,,2196,,7
05/16/2022,CT,709177,1851,8933,0
05/03/2021,NH,,129,,0
05/03/2021,ME,46656,304,764,-1
02/11/2020,WY,,0,,0
11/18/2021,ID,240029,553,3162,5
06/05/2021,WI,610826,98,7150,0
01/06/2021,SC,310907,5560,,83
03/06/2020,MD,,0,0,0
03/12/2020,MO,,1,,0
05/05/2022,VA,1228739,2529,16910,14
09/25/2020,FSM,0,0,0,0
03/30/2022,LA,,115,14602,13
11/12/2020,WI,293388,8223,2515,67
05/16/2020,MO,,90,,15
03/09/2022,ME,167824,471,1925,2
02/22/2020,VI,,0,,0
10/10/2021,ID,213539,206,2636,0
10/03/2022,OR,894776,0,8561,0
05/07/2022,SC,1163568,797,,1
08/31/2021,WY,61951,380,858,23
04/13/2021,SC,474598,712,,13
10/01/2021,WY,73922,567,996,0
07/26/2022,ME,198498,250,2180,0
07/17/2022,MO,,0,,0
05/10/2020,DE,6388,125,270,4
04/30/2020,WY,415,15,7,0
12/12/2021,ME,99050,388,1260,0
11/17/2021,NE,226521,1199,2599,7
11/19/2020,WI,338472,7448,2876,85
05/01/2022,NC,2230960,1516,21899,5
03/05/2022,RI,,171,,0
11/17/2020,CA,1037978,8743,18343,20
06/19/2020,DC,,49,,3
05/20/2022,VT,,0,,0
02/25/2021,DC,,179,,4
08/25/2020,WY,3089,31,37,0
03/28/2021,WI,575748,470,6598,0
05/01/2020,NC,11113,408,447,14
04/09/2022,ID,348430,0,3991,0
09/06/2021,DE,111674,272,1769,1
05/09/2021,CT,314651,275,6697,0
05/21/2021,IL,1373457,1573,22556,22
03/29/2022,WY,123119,56,1791,8
04/02/2021,CT,289591,1488,6497,4
07/28/2021,VT,,32,,0
07/30/2020,VI,,8,,0
05/04/2020,VI,,0,,0
09/15/2020,ID,32947,278,385,4
10/08/2022,AZ,1992250,0,27363,0
02/05/2022,ME,158757,384,1650,0
04/01/2022,OR,704515,363,7147,3
09/04/2021,NH,,250,,1
06/08/2020,KY,11413,121,537,6
06/01/2020,CT,40670,539,3110,20
10/26/2020,MT,28501,621,303,6
11/02/2021,NC,1249551,1460,16322,25
01/05/2021,NH,,664,,11
03/11/2020,MN,,1,,0
07/24/2020,DC,,78,,0
05/18/2020,DE,7415,191,348,10
06/20/2022,IL,3380095,0,33994,0
01/21/2022,MD,,5016,12751,67
11/20/2021,VT,,403,,1
06/25/2020,VT,,7,,0
11/07/2020,CA,956957,5863,17944,46
07/09/2022,SC,1222717,2424,,0
02/24/2021,ID,138251,423,1620,0
08/19/2020,VI,,32,,0
03/12/2020,NH,,1,,0
11/28/2020,VT,,38,,0
02/15/2020,KY,,0,,0
02/05/2021,VI,,9,,0
04/06/2022,ME,171804,233,1997,11
08/28/2022,KY,1043981,1534,14488,4
04/13/2022,VA,1206595,1128,16648,35
07/24/2021,MD,,317,9612,1
07/06/2021,NV,336109,338,,2
09/27/2020,DC,,35,,0
10/01/2020,ME,4899,33,141,0
12/13/2021,VT,,219,,2
04/28/2021,CA,3634778,1593,60273,65
10/09/2021,CA,4536273,0,69507,0
02/28/2020,KY,,0,,0
10/08/2021,NE,209581,825,2423,10
05/05/2020,FSM,0,0,0,0
12/04/2021,AZ,1163688,6043,19884,164
01/22/2020,NE,,0,,0
08/10/2022,KY,1018782,2072,14379,11
03/07/2022,WI,1384788,1131,12113,25
12/11/2021,IL,1884744,0,26801,0
07/05/2021,SC,496314,185,,1
03/05/2022,CA,8399677,0,,0
07/21/2021,DC,,31,,0
12/02/2020,VI,,39,,0
12/19/2021,SC,753840,1336,,31
10/10/2022,VA,1485313,2497,18251,14
07/21/2020,NC,102591,1895,1836,31
07/05/2022,MO,,0,,0
04/03/2022,ME,171078,0,1986,0
06/30/2021,WY,52316,95,747,0
05/30/2020,MN,,1319,1040,44
09/29/2021,NV,420179,800,,34
02/18/2021,NH,,434,,2
08/11/2022,VT,,71,,0
09/26/2022,FSM,10584,0,31,0
12/14/2020,NE,,756,,45
12/11/2020,RI,,1321,,11
02/22/2021,VI,,10,,0
07/23/2022,MT,225931,0,3467,0
07/28/2021,KY,355110,1581,7144,11
04/15/2020,NC,5189,171,158,16
10/06/2021,FSM,3,0,0,0
11/06/2020,MN,,5442,2563,11
10/23/2021,MD,,910,10589,8
04/22/2020,AZ,5459,208,229,21
10/11/2020,NC,223515,1573,4048,28
06/06/2021,WY,51125,47,720,0
10/15/2020,RI,,271,,2
07/13/2022,ID,366221,1484,4066,1
02/08/2022,VI,,53,,1
01/27/2022,MD,,3440,13078,54
11/07/2021,NV,443641,0,,0
02/24/2020,NJ,,0,,0
04/01/2022,NV,658403,218,,18
03/25/2021,SC,463578,1006,,31
12/03/2021,NE,235152,0,2665,0
04/16/2021,MI,810459,5281,17052,78
07/12/2022,MT,222828,0,3450,0
12/14/2021,IL,1911649,7390,26934,31
07/24/2021,AZ,844371,1528,16191,26
12/06/2021,MT,159325,354,2768,29
05/10/2021,RI,,74,,2
10/29/2021,MO,,1121,,4
05/11/2022,CA,8687626,0,,0
03/30/2022,MD,,421,14081,2
07/04/2020,MD,,380,3223,18
03/25/2022,AZ,1765278,0,24458,0
08/10/2021,DC,,137,,0
09/01/2021,VA,586218,3407,10018,19
12/31/2020,MI,541752,2567,13038,78
03/28/2020,WI,,147,,0
12/11/2020,CT,137791,3782,4332,36
06/28/2022,LA,,1913,14812,5
06/17/2022,VI,,19,,1
01/24/2021,NV,270907,1194,,15
05/04/2020,DC,,154,,7
10/11/2022,FSM,21673,0,51,0
06/23/2022,VA,1321875,3085,17114,16
03/05/2020,WI,,0,,0
07/31/2022,NH,,0,,0
10/25/2020,NJ,,1408,14496,4
08/07/2021,NV,364577,1003,,11
05/02/2021,KY,335359,341,6749,7
06/07/2020,IL,127757,867,5904,40
09/14/2022,ME,205994,346,2254,3
06/06/2021,KY,342971,29,6928,3
03/21/2022,SC,1154679,117,,0
05/24/2020,NJ,,1055,11133,52
04/09/2020,IL,,1344,,66
09/18/2021,VA,622017,0,10342,0
10/18/2022,VI,,13,,0
08/21/2020,CT,49477,87,3574,2
07/29/2021,ME,51453,117,849,0
05/03/2020,NV,5426,115,,5
06/17/2020,NJ,,301,12769,42
08/27/2021,MT,111414,706,1783,2
08/13/2020,LA,,1135,4279,41
05/04/2020,NJ,,1533,7910,39
08/09/2020,MD,,922,3555,10
11/17/2021,IL,1752502,4989,26160,29
07/13/2021,LA,,953,9764,9
05/25/2021,AZ,812249,500,15621,14
06/19/2021,NJ,891196,205,23680,3
11/02/2021,SC,726644,427,,12
06/15/2020,CT,43303,147,3356,3
01/24/2021,FSM,0,0,0,0
01/02/2022,NJ,1398054,26452,26207,3
03/24/2021,MI,683051,6114,16059,36
03/23/2020,MT,,3,,0
01/08/2021,WI,502012,4110,5119,52
07/04/2022,DC,,0,,0
01/23/2022,IL,2773362,0,29845,0
05/06/2022,CT,686417,1603,8902,16
04/16/2020,FSM,0,0,0,0
07/17/2021,CT,320742,135,6812,0
06/21/2021,NH,,25,,0
01/26/2021,KY,278288,2826,5414,35
06/11/2020,NH,,31,,7
07/07/2022,NH,,232,,3
12/22/2020,CT,158957,1583,4613,27
07/24/2020,VA,79253,1127,1964,13
07/29/2022,MN,,0,12953,0
05/10/2022,FSM,21,0,0,0
02/22/2020,ID,,0,,0
07/05/2021,LA,,503,9732,1
03/29/2022,NH,,72,,4
07/03/2021,MI,897907,141,19805,1
03/12/2021,MT,95240,132,1392,1
06/13/2020,NE,,101,,0
06/24/2020,DE,10039,43,492,0
05/18/2022,MO,,0,,0
12/23/2020,FSM,0,0,0,0
10/04/2020,ID,39722,262,442,2
09/25/2022,MI,2439702,0,35089,0
05/29/2021,NV,323876,128,,0
07/25/2020,CT,46806,0,3531,0
06/04/2021,NC,852629,603,11915,5
05/27/2021,VI,,22,,0
09/30/2022,DE,280227,261,2790,7
